recorded_at_utc,loop,file,description,status,public_score,kaggle_date
2026-05-29T00:41:44+00:00,1,am01_sarvesh29_direct.csv,r21_loop01_am01_sarvesh29_direct,SubmissionStatus.COMPLETE,0.95382,2026-05-29 00:41:10.577000
2026-05-29T00:42:23+00:00,2,am02_rank_dr23_sarvesh29_98_02.csv,r21_loop02_am02_rank_dr23_sarvesh29,SubmissionStatus.COMPLETE,0.95454,2026-05-29 00:41:49.387000
2026-05-29T00:43:01+00:00,3,am03_rank_dr23_sarvesh29_95_05.csv,r21_loop03_am03_rank_dr23_sarvesh29,SubmissionStatus.COMPLETE,0.95454,2026-05-29 00:42:28.157000
2026-05-29T00:43:40+00:00,4,am04_rank_dr23_shamanth28_9995_0005.csv,r21_loop04_am04_rank_dr23_shamanth28,SubmissionStatus.COMPLETE,0.95454,2026-05-29 00:43:07.557000
2026-05-29T00:44:18+00:00,5,am05_rank_dr23_shamanth28_99_01.csv,r21_loop05_am05_rank_dr23_shamanth28,SubmissionStatus.COMPLETE,0.95453,2026-05-29 00:43:45.310000
2026-05-29T00:44:59+00:00,6,am06_rank_dr23_evridge29_98_02.csv,r21_loop06_am06_rank_dr23_evridge29,SubmissionStatus.COMPLETE,0.95454,2026-05-29 00:44:25.763000
2026-05-29T00:46:26+00:00,7,am07_rank_dr23_evtabm29_975_025.csv,r21_loop07_am07_rank_dr23_evtabm29,SubmissionStatus.COMPLETE,0.95453,2026-05-29 00:45:05.400000
2026-05-29T00:47:07+00:00,8,am08_rank_dr23_sarvesh29_99_01.csv,r21_loop08_am08_rank_dr23_sarvesh29,SubmissionStatus.COMPLETE,0.95454,2026-05-29 00:46:33.410000
2026-05-29T00:47:48+00:00,9,am09_rank_ai04_sarvesh29_99_01.csv,r21_loop09_am09_rank_ai04_sarvesh29,SubmissionStatus.COMPLETE,0.95454,2026-05-29 00:47:13.873000
2026-05-29T00:48:29+00:00,10,am10_rank_dr23_sarvesh29_parth29_985_010_005.csv,r21_loop10_am10_rank_dr23_sarvesh29_parth29,SubmissionStatus.COMPLETE,0.95453,2026-05-29 00:47:57.233000
